"study","dataset","variable","label","label_de","concept","questionnaire","question","item","description","description_de"
"twinlife","ZA6701_person_v3-0-0","asc0102","academic self-concept: Do you know a lot of different words?","Akad. Selbstkonzept: Kennst du viele verschiedene Woerter?",,"twinlife-2014-F2F_Modul3_Basismodul","asc0100",3,"Adapted from: Marsh, H. W., Ellis, L. A., & Craven, R. G. (2002). How do preschool children feel about themselves? Unraveling measurement and multidimensional self-concept structure. Developmental psychology, 38 (3), 376-393.","Adaptiert von: Marsh, H. W., Ellis, L. A., & Craven, R. G. (2002). How do preschool children feel about themselves? Unraveling measurement and multidimensional self-concept structure. Developmental psychology, 38 (3), 376-393."
"twinlife","ZA6701_person_v3-0-0","asc0103","academic self-concept: Are you good at telling the time?","Akad. Selbstkonzept: Kannst du gut die Uhr lesen?",,"twinlife-2014-F2F_Modul3_Basismodul","asc0103",1,"Adapted from: Marsh, H. W., Ellis, L. A., & Craven, R. G. (2002). How do preschool children feel about themselves? Unraveling measurement and multidimensional self-concept structure. Developmental psychology, 38 (3), 376-393.","Adaptiert von: Marsh, H. W., Ellis, L. A., & Craven, R. G. (2002). How do preschool children feel about themselves? Unraveling measurement and multidimensional self-concept structure. Developmental psychology, 38 (3), 376-393."
"twinlife","ZA6701_person_v3-0-0","asc0104","academic self-concept: Do you know a lot of different shapes?","Akad. Selbstkonzept: Kennst du viele verschiedene Formen?",,"twinlife-2014-F2F_Modul3_Basismodul","asc0103",2,"Adapted from: Marsh, H. W., Ellis, L. A., & Craven, R. G. (2002). How do preschool children feel about themselves? Unraveling measurement and multidimensional self-concept structure. Developmental psychology, 38 (3), 376-393.","Adaptiert von: Marsh, H. W., Ellis, L. A., & Craven, R. G. (2002). How do preschool children feel about themselves? Unraveling measurement and multidimensional self-concept structure. Developmental psychology, 38 (3), 376-393."
"twinlife","ZA6701_person_v3-0-0","asc0105","academic self-concept: Are you good at counting?","Akad. Selbstkonzept: Bist du gut im Zaehlen?",,"twinlife-2014-F2F_Modul3_Basismodul","asc0103",3,"Adapted from: Marsh, H. W., Ellis, L. A., & Craven, R. G. (2002). How do preschool children feel about themselves? Unraveling measurement and multidimensional self-concept structure. Developmental psychology, 38 (3), 376-393.","Adaptiert von: Marsh, H. W., Ellis, L. A., & Craven, R. G. (2002). How do preschool children feel about themselves? Unraveling measurement and multidimensional self-concept structure. Developmental psychology, 38 (3), 376-393."
"twinlife","ZA6701_person_v3-0-0","asc0106","academic self-concept: Do you know a lot of numbers?","Akad. Selbstkonzept: Kennst du viele Zahlen?",,"twinlife-2014-F2F_Modul3_Basismodul","asc0103",4,"Adapted from: Marsh, H. W., Ellis, L. A., & Craven, R. G. (2002). How do preschool children feel about themselves? Unraveling measurement and multidimensional self-concept structure. Developmental psychology, 38 (3), 376-393.","Adaptiert von: Marsh, H. W., Ellis, L. A., & Craven, R. G. (2002). How do preschool children feel about themselves? Unraveling measurement and multidimensional self-concept structure. Developmental psychology, 38 (3), 376-393."
"twinlife","ZA6701_person_v3-0-0","bdy0100","height in cm (CASI: not twin, drop-off/Alteri: all)","Koerpergroesse in cm (CASI: nicht Zwilling, Drop-Off/Alteri: alle)",,"twinlife-2014-F2F_Modul5_CASI","bdy0100",1,"Item developed for TwinLife","Für TwinLife entwickeltes Item"
"twinlife","ZA6701_person_v3-0-0","bdy0100_bmi","BMI: corrected (gen)","BMI: korrigiert (gen)",,"twinlife-2014-F2F_Modul5_CASI","bdy0100",,"Item developed for TwinLife","Für TwinLife entwickeltes Item"
"twinlife","ZA6701_person_v3-0-0","bdy0100_dht","difference between several height values","Unterschied zwischen verschiedenen Groessenwerten (gen)",,"twinlife-2014-F2F_Modul5_CASI","bdy0100",,"Item developed for TwinLife","Für TwinLife entwickeltes Item"
"twinlife","ZA6701_person_v3-0-0","bdy0100_hgt","height in cm: corrected (gen)","Groeße in cm: korrigiert (gen)",,"twinlife-2014-F2F_Modul5_CASI","bdy0100",,"Item developed for TwinLife","Für TwinLife entwickeltes Item"
"twinlife","ZA6701_person_v3-0-0","bdy0100_nht","number of height values given (gen)","Anzahl berichtete Groessenwerte (gen)",,"twinlife-2014-F2F_Modul5_CASI","bdy0100",,"Item developed for TwinLife","Für TwinLife entwickeltes Item"
"twinlife","ZA6701_person_v3-0-0","bdy0100s","height in cm sibling","Koerpergroesse in cm Geschwister",,"twinlife-2014-F2F_Modul7_EueK","bdy0100s",,"Item developed for TwinLife","Für TwinLife entwickeltes Item"
"twinlife","ZA6701_person_v3-0-0","bdy0200","weight in kg","Koerpergewicht in kg",,"twinlife-2014-F2F_Modul5_CASI","bdy0100",2,"Item developed for TwinLife","Für TwinLife entwickeltes Item"
"twinlife","ZA6701_person_v3-0-0","bdy0200_dwt","difference between several weight values","Unterschied zwischen verschiedenen Gewichtswerte (gen)",,"twinlife-2014-F2F_Modul5_CASI","bdy0200",,"Item developed for TwinLife","Für TwinLife entwickeltes Item"
"twinlife","ZA6701_person_v3-0-0","bdy0200_nwt","number of weight values given (gen)","Anzahl berichtete Gewichtswerte (gen)",,"twinlife-2014-F2F_Modul5_CASI","bdy0200",,"Item developed for TwinLife","Für TwinLife entwickeltes Item"
"twinlife","ZA6701_person_v3-0-0","bdy0200_wgt","weight in kg: corrected (gen)","Gewicht in kg: korrigiert (gen)",,"twinlife-2014-F2F_Modul5_CASI","bdy0200",,"Item developed for TwinLife","Für TwinLife entwickeltes Item"
"twinlife","ZA6701_person_v3-0-0","bdy0200s","weight in kg sibling","Gewicht in kg Geschwister",,"twinlife-2014-F2F_Modul7_EueK","bdy0200s",,"Item developed for TwinLife","Für TwinLife entwickeltes Item"
"twinlife","ZA6701_person_v3-0-0","bdy0200t","weight in kg twin 1","Gewicht in kg Zwilling 1",,"twinlife-2014-F2F_Modul7_EueK","bdy0200t",,"Item developed for TwinLife","Für TwinLife entwickeltes Item"
"twinlife","ZA6701_person_v3-0-0","bdy0200u","weight in kg twin 2","Gewicht in kg Zwilling 2",,"twinlife-2014-F2F_Modul7_EueK","bdy0200u",,"Item developed for TwinLife","Für TwinLife entwickeltes Item"
"twinlife","ZA6701_person_v3-0-0","bpa0100","Grandparents: living together with biol. father (m,f,n,g)","Grosseltern: Zusammenleben leibl.Vater (m,f,n,g)",,"twinlife-2016-CATI_Personenfragebogen","bpa0100",,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Supplementary Biography Questionaire 2011.","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Zusatzfragebogen 'Lebenslauf' 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394162.de/soepfrabo_lebenslauf_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","bpa0101","Grandparents: not living together with biol. father reason (m,f,n,g)","Grosseltern: kein Zusammenleben mit leibl.Vater Grund (m,f,n,g)",,"twinlife-2016-CATI_Personenfragebogen","bpa0101",,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Supplementary Biography Questionaire 2011.","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Zusatzfragebogen 'Lebenslauf' 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394162.de/soepfrabo_lebenslauf_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","bpa0103","Grandparents: not living together with biol. father age separation (m,f,n,g)","Grosseltern: kein Zusammenleben leibl.Vater Alter Trennung (m,f,n,g)",,"twinlife-2016-CATI_Personenfragebogen","bpa0103",,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Supplementary Biography Questionaire 2011.","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Zusatzfragebogen 'Lebenslauf' 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394162.de/soepfrabo_lebenslauf_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","bpa0104","Grandparents: living together with social father (m,f,n,g)","Grosseltern: Zusammenleben sozialer Vater (m,f,n,g)",,"twinlife-2016-CATI_Personenfragebogen","bpa0104",,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Supplementary Biography Questionaire 2011.","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Zusatzfragebogen 'Lebenslauf' 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394162.de/soepfrabo_lebenslauf_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","bpa0200","Grandparents: level of graduation biological father (m,f,n,g)","Grosseltern: Schulabschluss leiblicher Vater (m,f,n,g)",,"twinlife-2016-CATI_Personenfragebogen","bpa0200",,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Supplementary Biography Questionaire 2011.","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Zusatzfragebogen 'Lebenslauf' 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394162.de/soepfrabo_lebenslauf_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","bpa0201","Grandparents: vocational qualification or uni degree biolog.  father (m,f,n,g)","Grosseltern: Ausbildungs- oder Studienabschluss leiblicher Vater (m,f,n,g)",,"twinlife-2016-CATI_Personenfragebogen","bpa0201",,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Supplementary Biography Questionaire 2011.","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Zusatzfragebogen 'Lebenslauf' 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394162.de/soepfrabo_lebenslauf_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","bpa0202","Grandparents: work when respondent was 15 years old biological father (m,f,n,g)","Grosseltern: Arbeit als Befragungsperson 15 J. alt war leibl. Vater (m,f,n,g)",,"twinlife-2016-CATI_Personenfragebogen","bpa0202",,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Supplementary Biography Questionaire 2011.","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Zusatzfragebogen 'Lebenslauf' 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394162.de/soepfrabo_lebenslauf_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","bpa0203","Grandparents: reason non-working biological father (m,f,n,g)","Grosseltern: Grund Beschaeftigungslosigkeit  leiblicher Vater (m,f,n,g)",,"twinlife-2016-CATI_Personenfragebogen","bpa0203",,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Supplementary Biography Questionaire 2011.","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Zusatzfragebogen 'Lebenslauf' 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394162.de/soepfrabo_lebenslauf_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","bpa0208","Grandparents of twins: ISCO-08 biological father,2 digits based on bpa0205 (gen)","Grosseltern d. Zwillinge: ISCO-08 leibl. Vater, 2-Steller bas. auf bpa0205 (gen)",,"twinlife-2016-CATI_Personenfragebogen","bpa0205",,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Supplementary Biography Questionaire 2011.","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Zusatzfragebogen 'Lebenslauf' 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394162.de/soepfrabo_lebenslauf_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","bpa0298","Grandparents: position/occupation biological father (do not know) (m,f,n,g)","Grosseltern: berufl.Taetigkeit  leiblicher Vater (weiss nicht) (m,f,n,g)",,"twinlife-2016-CATI_Personenfragebogen","bpa0258",,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Supplementary Biography Questionaire 2011.","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Zusatzfragebogen 'Lebenslauf' 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394162.de/soepfrabo_lebenslauf_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","bpa0299","Grandparents: position/occupation biological father (not specified) (m,f,n,g)","Grosseltern: berufl.Taetigkeit  leiblicher Vater (Keine Angabe) (m,f,n,g)",,"twinlife-2016-CATI_Personenfragebogen","bpa0259",,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Supplementary Biography Questionaire 2011.","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Zusatzfragebogen 'Lebenslauf' 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394162.de/soepfrabo_lebenslauf_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","bpa0300","Grandparents: level of graduation social father (m,f,n,g)","Grosseltern: Schulabschluss sozialer Vater (m,f,n,g)",,"twinlife-2016-CATI_Personenfragebogen","bpa0300",,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Supplementary Biography Questionaire 2011.","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Zusatzfragebogen 'Lebenslauf' 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394162.de/soepfrabo_lebenslauf_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","bpa0301","Grandparents: voc. training quali. or university degree social father (m,f,n,g)","Grosseltern: Ausbild.- oder Studienabschl.  sozialer Vater (m,f,n,g)",,"twinlife-2016-CATI_Personenfragebogen","bpa0301",,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Supplementary Biography Questionaire 2011.","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Zusatzfragebogen 'Lebenslauf' 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394162.de/soepfrabo_lebenslauf_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","bpa0302","Grandparents: work when respondent was 15 years old social father (m,f,n,g)","Grosseltern: Arbeit als Befragungsperson 15 J. alt war sozialer Vater (m,f,n,g)",,"twinlife-2016-CATI_Personenfragebogen","bpa0302",,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Supplementary Biography Questionaire 2011.","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Zusatzfragebogen 'Lebenslauf' 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394162.de/soepfrabo_lebenslauf_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","bpa0303","Grandparents: reason unemployment social father (m,f,n,g)","Grosseltern: Grund Beschaeftigungslosigkeit  sozialer Vater (m,f,n,g)",,"twinlife-2016-CATI_Personenfragebogen","bpa0303",,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Supplementary Biography Questionaire 2011.","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Zusatzfragebogen 'Lebenslauf' 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394162.de/soepfrabo_lebenslauf_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","bpa0308","Grandparents of twins: ISCO-08 social father,2 digits based on bpa0305 (gen)","Grosseltern d. Zwillinge: ISCO-08 soz. Vater, 2-Steller bas. auf bpa0305 (gen)",,"twinlife-2016-CATI_Personenfragebogen","bpa0305",,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Supplementary Biography Questionaire 2011.","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Zusatzfragebogen 'Lebenslauf' 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394162.de/soepfrabo_lebenslauf_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","bpa0398","Grandparents: position/occupation social father (do not know) (m,f,n,g)","Grosseltern: berufl.Taetigkeit sozialer Vater (weiss nicht) (m,f,n,g)",,"twinlife-2016-CATI_Personenfragebogen","bpa0358",,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Supplementary Biography Questionaire 2011.","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Zusatzfragebogen 'Lebenslauf' 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394162.de/soepfrabo_lebenslauf_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","bpa0399","Grandparents: position/occupation social father (not specified) (m,f,n,g)","Grosseltern: berufl.Taetigkeit sozialer Vater (keine Angabe) (m,f,n,g)",,"twinlife-2016-CATI_Personenfragebogen","bpa0359",,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Supplementary Biography Questionaire 2011.","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Zusatzfragebogen 'Lebenslauf' 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394162.de/soepfrabo_lebenslauf_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","bpa0400","Grandparents: living together with biol. mother (m,f,n,g)","Grosseltern: Zusammenleben leibl.Mutter (m,f,n,g)",,"twinlife-2016-CATI_Personenfragebogen","bpa0400",,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Supplementary Biography Questionaire 2011.","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Zusatzfragebogen 'Lebenslauf' 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394162.de/soepfrabo_lebenslauf_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","bpa0401","Grandparents: not living together with biol. mother reason (m,f,n,g)","Grosseltern: kein Zusammenleben mit leibl. Mutter Grund  (m,f,n,g)",,"twinlife-2016-CATI_Personenfragebogen","bpa0401",,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Supplementary Biography Questionaire 2011.","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Zusatzfragebogen 'Lebenslauf' 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394162.de/soepfrabo_lebenslauf_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","bpa0403","Grandparents: not living together with biol. mother age separation (m,f,n,g)","Grosseltern: kein Zusammenleben leibl.Mutter Alter Trennung (m,f,n,g)",,"twinlife-2016-CATI_Personenfragebogen","bpa0403",,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Supplementary Biography Questionaire 2011.","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Zusatzfragebogen 'Lebenslauf' 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394162.de/soepfrabo_lebenslauf_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","bpa0404","Grandparents: living together with social mother (m,f,n,g)","Grosseltern: Zusammenleben soziale Mutter (m,f,n,g)",,"twinlife-2016-CATI_Personenfragebogen","bpa0404",,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Supplementary Biography Questionaire 2011.","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Zusatzfragebogen 'Lebenslauf' 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394162.de/soepfrabo_lebenslauf_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","bpa0500","Grandparents: level of graduation biological mother (m,f,n,g)","Grosseltern: Schulabschluss leibliche Mutter (m,f,n,g)",,"twinlife-2016-CATI_Personenfragebogen","bpa0500",,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Supplementary Biography Questionaire 2011.","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Zusatzfragebogen 'Lebenslauf' 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394162.de/soepfrabo_lebenslauf_2011.pdf"
