"study","questionnaire","answer_list","value","label","label_de"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","fre4",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","fre4",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","fre4",1,"1: every week","1: jede Woche"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","fre4",2,"2: every month","2: jeden Monat"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","fre4",3,"3: less than once a month","3: seltener als 1-mal im Monat"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","fre4",4,"4: never","4: nie"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","fre5",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","fre5",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","fre5",1,"1: never","1: nie"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","fre5",2,"2: rarely","2: selten"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","fre5",3,"3: occasionally","3: manchmal"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","fre5",4,"4: often","4: oft"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","fre5",5,"5: very often","5: sehr oft"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","fre5_3",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","fre5_3",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","fre5_3",1,"1: always","1: immer"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","fre5_3",2,"2: often","2: oft"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","fre5_3",3,"3: sometimes","3: manchmal"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","fre5_3",4,"4: almost never","4: fast nie"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","fre5_3",5,"5: never","5: nie"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hbe0100",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hbe0100",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hbe0100",1,"1: yes, I'm a heavy smoker","1: ja, ich bin starker Raucher"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hbe0100",2,"2: yes, I'm a smoker","2: ja, ich bin maessiger Raucher"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hbe0100",3,"3: yes, I'm a light smoker","3: ja, ich bin Wenig-Raucher"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hbe0100",4,"4: yes, I'm a social smoker","4: ja, ich bin Gelegenheits-Raucher"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hbe0100",5,"5: no, I'm a former smoker (I don't smoke anymore, but I did smoke)","5: nein, ich bin Ex-Raucher (rauche nicht mehr, habe aber frueher geraucht)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hbe0100",6,"6: no, I never smoked (I don't smoked and I never smoked in the past)","6: nein, ich bin Nie-Raucher (rauche jetzt nicht und habe frueher nicht geraucht)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hbe0200",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hbe0200",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hbe0200",97,"97: I did never drink alcohol","97: ich habe noch nie Alkohol getrunken"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hbe0202",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hbe0202",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hbe0202",1,"1: daily","1: taeglich"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hbe0202",2,"2: several times per week","2: mehrmals pro Woche"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hbe0202",3,"3: once a week","3: 1-mal pro Woche"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hbe0202",4,"4: 1 to 3 times per month","4: 1 bis 3-mal im Monat"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hbe0202",5,"5: less frequently","5: seltener"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hbe0202",6,"6: never","6: nie"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hbe0400",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hbe0400",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hbe0400",1,"1: not at all","1: gar nicht"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hbe0400",2,"2: a bit","2: ein wenig"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hbe0400",3,"3: rather a lot","3: eher viel"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hbe0400",4,"4: a lot","4: sehr viel"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","inc0103",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","inc0103",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","inc0103",1,"1: below 500 Euro","1: unter 500 Euro"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","inc0103",2,"2: 500 up to below 1,000 Euro","2: 500 bis unter 1.000 Euro"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","inc0103",3,"3: 1,000 up to below 1,500 Euro","3: 1.000 bis unter 1.500 Euro"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","inc0103",4,"4: 1,500 up to below 2,000 Euro","4: 1.500 bis unter 2.000 Euro"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","inc0103",5,"5: 2,000 up to below 2,500 Euro","5: 2.000 bis unter 2.500 Euro"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","inc0103",6,"6: 2,500 up to below 3,000 Euro","6: 2.500 bis unter 3.000 Euro"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","inc0103",7,"7: 3,000 up to below 4,000 Euro","7: 3.000 bis unter 4.000 Euro"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","inc0103",8,"8: 4,000 up to below 5,000 Euro","8: 4.000 bis unter 5.000 Euro"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","inc0103",9,"9: 5,000 up to below 6,000 Euro","9: 5.000 bis unter 6.000 Euro"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","inc0103",10,"10: 6,000 up to below 7,000 Euro","10: 6.000 bis unter 7.000 Euro"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","inc0103",11,"11: 7,000 up to below 8,000 Euro","11: 7.000 bis unter 8.000 Euro"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","inc0103",12,"12: 8,000 up to below 10,000 Euro","12: 8.000 bis unter 10.000 Euro"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","inc0103",13,"13: 10,000 up to below 20,000 Euro","13: 10.000 bis unter 20.000 Euro"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","inc0103",14,"14: 20,000 Euro and above","14: 20.000 Euro und mehr"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","med0100",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","med0100",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","med0100",-96,"-96: I can't remember","-96: ich kann mich nicht erinnern"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","med0100",99,"99: doesn't apply (explicit reply)","99: trifft nicht zu (explizite Auskunft)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","mig",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","mig",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","mig",1,"1: Germany (FRG)","1: Deutschland (Bundesrepublik)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","mig",2,"2: Germany (GDR)","2: Deutschland (ehemalige DDR)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","mig",3,"3: Turkey","3: Tuerkei"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","mig",4,"4: Russian Federation","4: Russische Foederation"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","mig",5,"5: Poland","5: Polen"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","mig",6,"6: Italia","6: Italien"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","mig",7,"7: Serbia","7: Serbien"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","mig",8,"8: Croatia","8: Kroatien"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","mig",9,"9: Greece","9: Griechenland"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","mig",10,"10: Romania","10: Rumaenien"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","mig",11,"11: Kazakstan","11: Kasachstan"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","mig",12,"12: Bosnia-Herzegovina","12: Bosnien-Herzegowina"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","mig",13,"13: Spain","13: Spanien"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","mig",14,"14: in another country, namely","14: in einem anderen Land, und zwar"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","mis",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","mis",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","mis",-96,"-96: I can't remember","-96: ich kann mich nicht erinnern"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","mn",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","mn",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","mn",0,"0: not mentioned","0: nicht genannt"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","mn",1,"1: mentioned","1: genannt"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","net0300",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","net0300",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","net0300",999,"999: there is no person","999: es gibt keine Person"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","nuts1",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","nuts1",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","nuts1",1,"1: Baden-Wuerttemberg","1: Baden-Wuerttemberg"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","nuts1",2,"2: Bavaria","2: Bayern"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","nuts1",3,"3: Berlin","3: Berlin"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","nuts1",4,"4: Brandenburg","4: Brandenburg"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","nuts1",5,"5: Bremen","5: Bremen"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","nuts1",6,"6: Hamburg","6: Hamburg"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","nuts1",7,"7: Hesse","7: Hessen"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","nuts1",8,"8: Mecklenburg-West Pomerania","8: Mecklenburg-Vorpommern"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","nuts1",9,"9: Lower Saxony","9: Niedersachsen"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","nuts1",10,"10: North Rhine-Westphalia","10: Nordrhein-Westfalen"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","nuts1",11,"11: Rhineland-Palatinate","11: Rheinland-Pfalz"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","nuts1",12,"12: Saarland","12: Saarland"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","nuts1",13,"13: Saxony","13: Sachsen"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","nuts1",14,"14: Saxony-Anhalt","14: Sachsen-Anhalt"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","nuts1",15,"15: Schleswig-Holstein","15: Schleswig-Holstein"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","nuts1",16,"16: Thuringia","16: Thueringen"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","pas0300f",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","pas0300f",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","pas0300f",1,"1: Biological father","1: Leiblicher Vater"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","pas0300f",2,"2: Adoptive father","2: Adoptivvater"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","pas0300f",3,"3: Step father","3: Stiefvater"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","pas0300m",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","pas0300m",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","pas0300m",1,"1: Biological mother","1: Leibliche Mutter"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","pas0300m",2,"2: Adoptive mother","2: Adoptivmutter"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","pas0300m",3,"3: Step mother","3: Stiefmutter"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","per0200",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","per0200",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","per0200",0,"0: not at all prepared to take risks","0: gar nicht risikobereit"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","per0200",1,"1","1"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","per0200",2,"2","2"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","per0200",3,"3","3"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","per0200",4,"4","4"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","per0200",5,"5","5"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","per0200",6,"6","6"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","per0200",7,"7","7"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","per0200",8,"8","8"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","per0200",9,"9","9"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","per0200",10,"10: very prepared to take risks","10: sehr risikobereit"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","per0300",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","per0300",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","per0300",0,"0: very impatient","0: sehr ungeduldig"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","per0300",1,"1","1"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","per0300",2,"2","2"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","per0300",3,"3","3"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","per0300",4,"4","4"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","per0300",5,"5","5"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","per0300",6,"6","6"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","per0300",7,"7","7"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","per0300",8,"8","8"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","per0300",9,"9","9"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","per0300",10,"10: very patient","10: sehr geduldig"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","ple0101",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","ple0101",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","ple0101",95,"95: same time frame as twin 1","95: gleicher Zeitraum wie Zwilling 1"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","ple0101",96,"96: different time frame than twin 1","96: anderer Zeitraum als Zwilling 1"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","ple0101",97,"97: we never lived together","97: wir haben noch nie zusammen gelebt"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","ple0101",9995,"9995: same time frame as twin 1","9995: gleicher Zeitraum wie Zwilling 1"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","ple0101",9996,"9996: different time frame than twin 1","9996: anderer Zeitraum als Zwilling 1"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","ple0101",9997,"9997: we never lived together","9997: wir haben noch nie zusammen gelebt"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","ple0103",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","ple0103",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","ple0103",1,"1: not close at all","1: überhaupt nicht eng"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","ple0103",2,"2","2"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","ple0103",3,"3","3"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","ple0103",4,"4","4"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","ple0103",5,"5: very close","5: sehr eng"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","ple0200",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","ple0200",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","ple0200",1,"1: Never","1: Nie"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","ple0200",2,"2: Once or several times in the last six month","2: Ein oder mehrmals im halben Jahr"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","ple0200",3,"3: About once a month","3: Etwa 1-mal im Monat"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","ple0200",4,"4: About once a week","4: Etwa 1-mal in der Woche"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","ple0200",5,"5: (Almost) every day","5: (Fast) jeden Tag"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","pop0100",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","pop0100",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","pop0100",1,"1: not at all","1: ueberhaupt nicht"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","pop0100",2,"2: not strongly","2: nicht so stark"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","pop0100",3,"3: strongly","3: stark"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","pop0100",4,"4: very strongly","4: sehr stark"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","pop0300",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
