"study","questionnaire","question","item","number","concept","text","text_de","instruction","instruction_de","answer_list","scale","filter","goto","label","template.id","range","scripternotes","old.template.id","dataset","var_fix","description","description_de"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","emp0798",,55,,"When did you start working for your current employer? If you are self-employed, please tell when you started working in your current occupation.","Seit wann sind Sie bei Ihrem jetzigen Arbeitgeber beschaeftigt? Falls Sie Selbstaendiger sind, geben Sie bitte an, seit wann Sie Ihre jetzige Taetigkeit ausueben.",,,"mn","cat","emp0411 == 1 | emp0412 == 1 | emp0413 == 1 | emp0414 == 1 | emp0415 == 1",,,,,,,,,,
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","emp0705",,56,,"How many hours are stipulated in your contract per week excluding overtime?","Wie viele Wochenstunden betraegt Ihre vereinbarte Arbeitszeit ohne Ueberstunden?",,,"emp0705","dec","emp0411 == 1 | emp0412 == 1 | emp0413 == 1 | emp0414 == 1 | emp0415 == 1",,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 235: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","emp0789",,57,,"How many hours are stipulated in your contract per week excluding overtime?","Wie viele Wochenstunden betraegt Ihre vereinbarte Arbeitszeit ohne Ueberstunden?",,,"emp0705","cat","emp0411 == 1 | emp0412 == 1 | emp0413 == 1 | emp0414 == 1 | emp0415 == 1",,,,,,,,,,
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","emp0900",,58,,"What type of education or training is usually required for your type of work?","Welche Art von Ausbildung ist fuer Ihre Taetigkeit in der Regel derzeit erforderlich? Wenn mehrere Punkte der Liste zutreffen, geben Sie bitte alle an.",,,,"txt","emp0411 == 1 | emp0412 == 1 | emp0413 == 1 | emp0414 == 1 | emp0415 == 1",,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 235: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","emp0900","1",59,,"No completed vocational training is required","Kein beruflicher Ausbildungsabschluss",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 235: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","emp0900","2",60,,"Completed vocational training","Eine berufliche Ausbildung",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 235: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","emp0900","3",61,,"Degree from a technical college (Fachhochschule)","Ein abgeschlossenes Fachhochschulstudium",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 235: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","emp0900","4",62,,"Degree from a university or other institution of higher education","Ein abgeschlossenes Universitaets- oder Hochschulstudium",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 235: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","emp0900","5",63,,"Do not know","Weiss nicht",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 235: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","emp1100",,64,,"How likely do you think it is that you might lose your job in the next two years?","Fuer wie wahrscheinlich halten Sie es, dass Sie in den kommenden zwei Jahren den Arbeitsplatz verlieren?",,,"pr5","cat","emp0411 == 1 | emp0412 == 1 | emp0413 == 1 | emp0414 == 1 | emp0415 == 1",,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2012","TNS Infratest Sozialforschung. 2013. SOEP 2012 - Erhebungsinstrumente 2012 (Welle 29) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 157: Series A. Berlin: DIW/SOEP ; [[URL link]](https://www.econstor.eu/bitstream/10419/100687/1/795572875.pdf)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","inc0103",,65,,"If you can't or don't wish to state an amount, please indicate which income group your monthly gross income falls into.","Wenn Sie einen exakten Betrag nicht nennen koennen oder wollen, dann geben Sie bitte an, in welche Einkommenskategorie Ihr durchschnittliches monatliches Bruttoeinkommen eingeordnet werden kann.",,,"inc0103","cat","emp0411 == 1 | emp0412 == 1 | emp0413 == 1 | emp0414 == 1 | emp0415 == 1",,,,,,,,,"TNS Infratest Sozialforschung. 2011. [SOEP 2005 Pretest Mother and child 2] SOEP 2005 - Pretestbericht zum Befragungsjahr 2005 (Welle 22) des Sozio-oekonomischen Panels - Mutter und Kind 2. SOEP Survey Papers 54: Series B. Berlin: DIW/SOEP","TNS Infratest Sozialforschung. 2011. SOEP 2005 - Pretestbericht zum Befragungsjahr 2005 (Welle 22) des Sozio-oekonomischen Panels - Mutter und Kind 2. SOEP Survey Papers 54: Series B. Berlin: DIW/SOEP ; [[URL link]](https://www.econstor.eu/bitstream/10419/80372/1/756918952.pdf)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","spa0500",,66,,"Please rate the extent to which each statement applies to you.","Bitte schaetzen Sie ein, wie gut jede der folgenden Aussagen auf Sie zutrifft.",,,,"txt","emp0411 == 1 | emp0412 == 1 | emp0413 == 1 | emp0414 == 1 | emp0415 == 1",,,,,,,,,"Deci, E. L., & Ryan, R. M. (2003). Intrinsic motivation inventory. Self-Determination Theory; McAuley, E., Duncan, T., & Tammen, V. V. (1989). Psychometric properties of the Intrinsic Motivation Inventory in a competitive sport setting: A confirmatory factor analysis. Research quarterly for exercise and sport, 60, (1) 48-58 ; [[URL link]](http://selfdeterminationtheory.org/intrinsic-motivation-inventory/)","Deci, E. L., & Ryan, R. M. (2003). Intrinsic motivation inventory. Self-Determination Theory; McAuley, E., Duncan, T., & Tammen, V. V. (1989). Psychometric properties of the Intrinsic Motivation Inventory in a competitive sport setting: A confirmatory factor analysis. Research quarterly for exercise and sport, 60, (1) 48-58"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","spa0500","1",67,,"I think I am pretty good at my job.","Ich glaube, dass ich in meinem Beruf ziemlich gut bin.",,,"apl5_3","cat",,,,,,,,,,"Deci, E. L., & Ryan, R. M. (2003). Intrinsic motivation inventory. Self-Determination Theory; McAuley, E., Duncan, T., & Tammen, V. V. (1989). Psychometric properties of the Intrinsic Motivation Inventory in a competitive sport setting: A confirmatory factor analysis. Research quarterly for exercise and sport, 60, (1) 48-58 ; [[URL link]](http://selfdeterminationtheory.org/intrinsic-motivation-inventory/)","Deci, E. L., & Ryan, R. M. (2003). Intrinsic motivation inventory. Self-Determination Theory; McAuley, E., Duncan, T., & Tammen, V. V. (1989). Psychometric properties of the Intrinsic Motivation Inventory in a competitive sport setting: A confirmatory factor analysis. Research quarterly for exercise and sport, 60, (1) 48-58"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","spa0500","2",68,,"I think I am doing pretty well at my job, compared to my colleagues.","Ich glaube, dass ich im Vergleich zu meinen Kollegen einen guten Job mache.",,,"apl5_3","cat",,,,,,,,,,"Deci, E. L., & Ryan, R. M. (2003). Intrinsic motivation inventory. Self-Determination Theory; McAuley, E., Duncan, T., & Tammen, V. V. (1989). Psychometric properties of the Intrinsic Motivation Inventory in a competitive sport setting: A confirmatory factor analysis. Research quarterly for exercise and sport, 60, (1) 48-58 ; [[URL link]](http://selfdeterminationtheory.org/intrinsic-motivation-inventory/)","Deci, E. L., & Ryan, R. M. (2003). Intrinsic motivation inventory. Self-Determination Theory; McAuley, E., Duncan, T., & Tammen, V. V. (1989). Psychometric properties of the Intrinsic Motivation Inventory in a competitive sport setting: A confirmatory factor analysis. Research quarterly for exercise and sport, 60, (1) 48-58"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","spa0500","3",69,,"After working at my job for a while, I felt pretty competent.","Nachdem ich in meinem Job eine Weile gearbeitet hatte, habe ich mich darin ziemlich kompetent gefuehlt.",,,"apl5_3","cat",,,,,,,,,,"Deci, E. L., & Ryan, R. M. (2003). Intrinsic motivation inventory. Self-Determination Theory; McAuley, E., Duncan, T., & Tammen, V. V. (1989). Psychometric properties of the Intrinsic Motivation Inventory in a competitive sport setting: A confirmatory factor analysis. Research quarterly for exercise and sport, 60, (1) 48-58 ; [[URL link]](http://selfdeterminationtheory.org/intrinsic-motivation-inventory/)","Deci, E. L., & Ryan, R. M. (2003). Intrinsic motivation inventory. Self-Determination Theory; McAuley, E., Duncan, T., & Tammen, V. V. (1989). Psychometric properties of the Intrinsic Motivation Inventory in a competitive sport setting: A confirmatory factor analysis. Research quarterly for exercise and sport, 60, (1) 48-58"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","spa0500","4",70,,"I am satis?ed with my performance at my job.","Ich bin zufrieden mit meiner beruflichen Leistung.",,,"apl5_3","cat",,,,,,,,,,"Deci, E. L., & Ryan, R. M. (2003). Intrinsic motivation inventory. Self-Determination Theory; McAuley, E., Duncan, T., & Tammen, V. V. (1989). Psychometric properties of the Intrinsic Motivation Inventory in a competitive sport setting: A confirmatory factor analysis. Research quarterly for exercise and sport, 60, (1) 48-58 ; [[URL link]](http://selfdeterminationtheory.org/intrinsic-motivation-inventory/)","Deci, E. L., & Ryan, R. M. (2003). Intrinsic motivation inventory. Self-Determination Theory; McAuley, E., Duncan, T., & Tammen, V. V. (1989). Psychometric properties of the Intrinsic Motivation Inventory in a competitive sport setting: A confirmatory factor analysis. Research quarterly for exercise and sport, 60, (1) 48-58"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","spa0500","5",71,,"I am pretty skilled at my job/at the things I am doing at my job.","Ich bin recht geschickt bei meiner Arbeit.",,,"apl5_3","cat",,,,,,,,,,"Deci, E. L., & Ryan, R. M. (2003). Intrinsic motivation inventory. Self-Determination Theory; McAuley, E., Duncan, T., & Tammen, V. V. (1989). Psychometric properties of the Intrinsic Motivation Inventory in a competitive sport setting: A confirmatory factor analysis. Research quarterly for exercise and sport, 60, (1) 48-58 ; [[URL link]](http://selfdeterminationtheory.org/intrinsic-motivation-inventory/)","Deci, E. L., & Ryan, R. M. (2003). Intrinsic motivation inventory. Self-Determination Theory; McAuley, E., Duncan, T., & Tammen, V. V. (1989). Psychometric properties of the Intrinsic Motivation Inventory in a competitive sport setting: A confirmatory factor analysis. Research quarterly for exercise and sport, 60, (1) 48-58"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","imo0600",,72,,"Please rate the extent to which each statement applies to you.","Bitte schaetzen Sie ein, wie gut jede der folgenden Aussagen auf Sie zutrifft. Mir ist es wichtig, im Rahmen meiner schulischen/beruflichen Taetigkeit ...",,,,"txt","emp0411 == 1 | emp0412 == 1 | emp0413 == 1 | emp0414 == 1 | emp0415 == 1",,,,,,,,,"Deci, E. L., & Ryan, R. M. (2003). Intrinsic motivation inventory. Self-Determination Theory; McAuley, E., Duncan, T., & Tammen, V. V. (1989). Psychometric properties of the Intrinsic Motivation Inventory in a competitive sport setting: A confirmatory factor analysis. Research quarterly for exercise and sport, 60, (1) 48-58 ; [[URL link]](http://selfdeterminationtheory.org/intrinsic-motivation-inventory/)","Deci, E. L., & Ryan, R. M. (2003). Intrinsic motivation inventory. Self-Determination Theory; McAuley, E., Duncan, T., & Tammen, V. V. (1989). Psychometric properties of the Intrinsic Motivation Inventory in a competitive sport setting: A confirmatory factor analysis. Research quarterly for exercise and sport, 60, (1) 48-58"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","imo0600","1",73,,". . . to learn something interesting.",". . . etwas Interessantes zu lernen.",,,"apl5_3","cat",,,,,,,,,,"Deci, E. L., & Ryan, R. M. (2003). Intrinsic motivation inventory. Self-Determination Theory; McAuley, E., Duncan, T., & Tammen, V. V. (1989). Psychometric properties of the Intrinsic Motivation Inventory in a competitive sport setting: A confirmatory factor analysis. Research quarterly for exercise and sport, 60, (1) 48-58 ; [[URL link]](http://selfdeterminationtheory.org/intrinsic-motivation-inventory/)","Deci, E. L., & Ryan, R. M. (2003). Intrinsic motivation inventory. Self-Determination Theory; McAuley, E., Duncan, T., & Tammen, V. V. (1989). Psychometric properties of the Intrinsic Motivation Inventory in a competitive sport setting: A confirmatory factor analysis. Research quarterly for exercise and sport, 60, (1) 48-58"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","imo0600","2",74,,". . . get motivated to think about things.",". . . zum Nachdenken angeregt zu werden.",,,"apl5_3","cat",,,,,,,,,,"Deci, E. L., & Ryan, R. M. (2003). Intrinsic motivation inventory. Self-Determination Theory; McAuley, E., Duncan, T., & Tammen, V. V. (1989). Psychometric properties of the Intrinsic Motivation Inventory in a competitive sport setting: A confirmatory factor analysis. Research quarterly for exercise and sport, 60, (1) 48-58 ; [[URL link]](http://selfdeterminationtheory.org/intrinsic-motivation-inventory/)","Deci, E. L., & Ryan, R. M. (2003). Intrinsic motivation inventory. Self-Determination Theory; McAuley, E., Duncan, T., & Tammen, V. V. (1989). Psychometric properties of the Intrinsic Motivation Inventory in a competitive sport setting: A confirmatory factor analysis. Research quarterly for exercise and sport, 60, (1) 48-58"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","imo0600","3",75,,". . . gain a thorough undestanding of content/really understand something.",". . . ein tieferes Verstaendnis fuer die Inhalte zu erwerben/ etwas wirklich zu verstehen.",,,"apl5_3","cat",,,,,,,,,,"Deci, E. L., & Ryan, R. M. (2003). Intrinsic motivation inventory. Self-Determination Theory; McAuley, E., Duncan, T., & Tammen, V. V. (1989). Psychometric properties of the Intrinsic Motivation Inventory in a competitive sport setting: A confirmatory factor analysis. Research quarterly for exercise and sport, 60, (1) 48-58 ; [[URL link]](http://selfdeterminationtheory.org/intrinsic-motivation-inventory/)","Deci, E. L., & Ryan, R. M. (2003). Intrinsic motivation inventory. Self-Determination Theory; McAuley, E., Duncan, T., & Tammen, V. V. (1989). Psychometric properties of the Intrinsic Motivation Inventory in a competitive sport setting: A confirmatory factor analysis. Research quarterly for exercise and sport, 60, (1) 48-58"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","emp0800",,76,,"When did you leave your last job?","Wann haben Sie bei Ihrer letzten Stelle aufgehoert zu arbeiten?",,,"emp0800","int","emp0300 == 1",,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 235: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","emp0801",,77,,"When did you leave your last job?","Wann haben Sie bei Ihrer letzten Stelle aufgehoert zu arbeiten?",,,"emp0801","int","emp0300 == 1",,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 235: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","emp0889",,78,,"When did you leave your last job?","Wann haben Sie bei Ihrer letzten Stelle aufgehoert zu arbeiten?",,,"emp0889","cat","emp0300 == 1",,,,,,,,,,
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","emp0804",,79,,"How did that job end?","Auf welche Weise wurde diese Beschaeftigung beendet?",,,"emp0804","cat","emp0300 == 1",,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 235: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","inc0300",,80,,"Are you or another household member currently receiving one ore more of the following government benefits?","Erhalten Sie oder ein anderes Haushaltsmitglied derzeit eine der folgenden staatlichen Leistungen? Wenn mehrere Punkte der Liste zutreffen, geben Sie bitte alle an.",,,,"txt",,,,,,,,,,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Household 2014","Adaptiert von: TNS Infratest Sozforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Haushaltsfragebogen, Altstichproben. SOEP Survey Papers 236: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0236.pdf)"
