study_name,questionnaire_name,question_name,item,number,concept,text,text_de,instruction,instruction_de,answer_list,scale,filter,goto,label,variable_description,variable_description_de,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,answer_list_name,item_name
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,mig1003,,105,,Was your father or mother born in another country than Germany (or the GDR)?,Wurde Ihr Vater oder Ihre Mutter in einem anderen Land als Deutschland (oder der DDR) geboren?,,,,chr,mig1002 == 1,,,,,,,,,,,,,,,,,,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,mig1004,,106,,Was your father or mother born in another country than Germany (or the GDR)?,Wurde Ihr Vater oder Ihre Mutter in einem anderen Land als Deutschland (oder der DDR) geboren?,,,yn,chr,always asked,,,,,,,,,,,,,,,,,yn,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,mig0500,,107,,What is your nationality? If you have more than one, please state all.,Welche Staatsangehoerigkeit haben Sie? Falls Sie mehr als eine Staatsangehoerigkeit haben, nennen Sie bitte alle.,,,mn,txt,,,,,,,,,,,,,,,,,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,mig0500,1.0,108,,citizenship: German,Deutsche,,,mn,cat,,,,,,,,,,,,,,,,,,mn,1.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,mig0500,2.0,109,,citizenship: Turkish,Tuerkische,,,mn,cat,,,,,,,,,,,,,,,,,,mn,2.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,mig0500,3.0,110,,citizenship: Russian,Russische,,,mn,cat,,,,,,,,,,,,,,,,,,mn,3.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,mig0500,4.0,111,,citizenship: Polish,Polnische,,,mn,cat,,,,,,,,,,,,,,,,,,mn,4.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,mig0500,5.0,112,,citizenship: Italian,Italienische,,,mn,cat,,,,,,,,,,,,,,,,,,mn,5.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,mig0500,6.0,113,,citizenship: Serbian,Serbische,,,mn,cat,,,,,,,,,,,,,,,,,,mn,6.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,mig0500,7.0,114,,citizenship: Croatian,Kroatische,,,mn,cat,,,,,,,,,,,,,,,,,,mn,7.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,mig0500,8.0,115,,citizenship: Greek,Griechische,,,mn,cat,,,,,,,,,,,,,,,,,,mn,8.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,mig0500,9.0,116,,citizenship: Romanian,Rumaenische,,,mn,cat,,,,,,,,,,,,,,,,,,mn,9.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,mig0500,10.0,117,,citizenship: Kazakh,Kasachische,,,mn,cat,,,,,,,,,,,,,,,,,,mn,10.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,mig0500,11.0,118,,citizenship: Bosnian-Herzegovinian,Bonisch-herzogowinische,,,mn,cat,,,,,,,,,,,,,,,,,,mn,11.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,mig0500,12.0,119,,citizenship: Spanish,Spanische,,,mn,cat,,,,,,,,,,,,,,,,,,mn,12.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,mig0500,13.0,120,,citizenship: other,Andere Staatsangehoerigkeit, und zwar:,,,mn,cat,,,,,,,,,,,,,,,,,,13.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,mig0500,14.0,121,,citizenship: don't know,Weiss nicht,,,mn,cat,,,,,,,,,,,,,,,,,,mn,14.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,mig0500,15.0,122,,citizenship: not specified (answer refused),Keine Angabe,,,mn,cat,,,,,,,,,,,,,,,,,,mn,15.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,mig0519,,123,,What is your nationality? If you have more than one, please state all.,Welche Staatsangehoerigkeit haben Sie? Falls Sie mehr als eine Staatsangehoerigkeit haben, nennen Sie bitte alle.,,,,chr,mig0512 == 1,,,,,,,,,,,,,,,,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,per0100,,124,,Below are different qualities that a person can have. You will probably find that some apply to you perfectly and that some do not apply to you at all. With others, you may be somewhere in between. I see myself as someone who...,Hier sind unterschiedliche Eigenschaften, die eine Person haben kann. Wahrscheinlich werden einige Eigenschaften auf Sie persoenlich voll zutreffen und andere ueberhaupt nicht. Bei wieder anderen sind Sie vielleicht unentschieden. Ich bin jemand, derﾅ,,,apl7,txt,,,,,,,,,,,,,,, derﾅ,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,per0100,1.0,125,,personality: thoroughly,... gruendlich arbeitet.,,,apl7,cat,,,,,,,,,,,,,,,,,,apl7,1.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,per0100,2.0,126,,personality: communicative,... kommunikativ, gespraechig ist.,,,apl7,cat,,,,,,,,,,,,,,,,,,2.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,per0100,3.0,127,,personality: rude,... manchmal etwas grob zu anderen ist.,,,apl7,cat,,,,,,,,,,,,,,,,,,apl7,3.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,per0100,4.0,128,,personality: inventive,... originell ist, neue Ideen einbringt.,,,apl7,cat,,,,,,,,,,,,,,,,,,4.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,per0100,5.0,129,,personality: anxious,... sich oft Sorgen macht.,,,apl7,cat,,,,,,,,,,,,,,,,,,apl7,5.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,per0100,6.0,130,,personality: can forgive,... verzeihen kann.,,,apl7,cat,,,,,,,,,,,,,,,,,,apl7,6.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,per0100,7.0,131,,personality: lazy,... eher faul ist.,,,apl7,cat,,,,,,,,,,,,,,,,,,apl7,7.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,per0100,8.0,132,,personality: sociable,... aus sich herausgehen kann, gesellig ist.,,,apl7,cat,,,,,,,,,,,,,,,,,,8.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,per0100,9.0,133,,personality: interested in arts,... kuenstlerische Erfahrungen schaetzt.,,,apl7,cat,,,,,,,,,,,,,,,,,,apl7,9.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,per0100,10.0,134,,personality: nervous,... leicht nervoes wird.,,,apl7,cat,,,,,,,,,,,,,,,,,,apl7,10.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,per0100,11.0,135,,personality: efficient,... Aufgaben wirksam und effizient erledigt.,,,apl7,cat,,,,,,,,,,,,,,,,,,apl7,11.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,per0100,12.0,136,,personality: reserved,... zurueckhaltend ist.,,,apl7,cat,,,,,,,,,,,,,,,,,,apl7,12.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,per0100,13.0,137,,personality: thoughtful,... ruecksichtsvoll und freundlich mit anderen umgeht.,,,apl7,cat,,,,,,,,,,,,,,,,,,apl7,13.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,per0100,14.0,138,,personality: imaginative,... eine lebhafte Phantasie, Vorstellung hat.,,,apl7,cat,,,,,,,,,,,,,,,,,,14.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,per0100,15.0,139,,personality: relaxed,... entspannt ist, mit Stress gut umgehen kann.,,,apl7,cat,,,,,,,,,,,,,,,,,,15.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,per0100,16.0,140,,personality: eager for knowledge,... wissbegierig ist.,,,apl7,cat,,,,,,,,,,,,,,,,,,apl7,16.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,per0100,17.0,141,,personality: unconcerned,... der lieber heute seinen Spass hat und nicht an morgen denkt.,,,apl7,cat,,,,,,,,,,,,,,,,,,apl7,17.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,per0200,,142,,Would you describe yourself as someone who tries to avoid risks (risk-averse) or as someone who is willing to take risks (risk-prone)?,Wie schaetzen Sie sich persoenlich ein? Sind Sie im Allgemeinen ein risikobereiter Mensch oder versuchen Sie, Risiken zu vermeiden?,,,per0200,cat,,,,,,,,,,,,,,,,,,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,per0300,,143,,How would you describe yourself: Are you generally an impatient person, or someone who always shows great patience?,Sind Sie im Allgemeinen ein Mensch, der ungeduldig ist oder der immer sehr viel Geduld aufbringt?,,,per0300,cat,,,,,,,,,,,,,,,,,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,ses0100,,144,,In the following, a number of statements will be presented. To what extent do you agree with these statements?,Im Folgenden werden Ihnen eine Reihe von Aussagen praesentiert. Wie sehr stimmen Sie folgenden Aussagen zu?,,,agr5,txt,,,,,,,,,,,,,,,,,,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,ses0100,1.0,145,,feeling of being worthless,Manchmal denke ich, dass ich wertlos bin.,,,agr5,cat,,,,,,,,,,,,,,,,,,1.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,ses0100,2.0,146,,liking oneself,Ich mag mich so, wie ich bin.,,,agr5,cat,,,,,,,,,,,,,,,,,,2.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,ses0100,3.0,147,,being satisfied with oneself,Alles in allem bin ich mit mir selbst zufrieden.,,,agr5,cat,,,,,,,,,,,,,,,,,,agr5,3.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,ses0100,4.0,148,,relying on own abilities in difficult situations,In schwierigen Situationen kann ich mich auf meine Faehigkeiten verlassen.,,,agr5,cat,,,,,,,,,,,,,,,,,,agr5,4.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,ses0100,5.0,149,,ability of solving problems,Die meisten Probleme kann ich aus eigener Kraft gut meistern.,,,agr5,cat,,,,,,,,,,,,,,,,,,agr5,5.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,ses0100,6.0,150,,ability of solving tasks,Auch anstrengende und komplizierte Aufgaben kann ich in der Regel gut loesen.,,,agr5,cat,,,,,,,,,,,,,,,,,,agr5,6.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,ses0100,7.0,151,,performance motivation: readiness to large efforts,Um es im Leben zu etwas zu bringen, bin ich bereit, grosse Anstrengungen auf mich zu nehmen.,,,agr5,cat,,,,,,,,,,,,,,,,,7.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,ses0100,8.0,152,,performance motivation: good performance is important,Gute Leistungen zu erbringen ist mir wichtig. (Anmerkung: Wenn Sie noch zur Schule gehen oder in Ausbildung sind, denken Sie dabei an Ihre schulischen Leistungen.),,,agr5,cat,,,,,,,,,,,,,,,,,,8.0
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,igf0100,,153,,People assess their abilities differently. We would like to know how you assess your abilities with regard to your general intelligence. The following figures show the distribution of intelligence in the total population. Additionally, you see a rough description of different parts of the distribution ﾖ 100 correspond to the average value of the population, which means that the average population shows an intelligence value between 85 and 115. Please estimate your own intelligence with a value between 50 and 150.,Menschen schaetzen ihre Faehigkeiten unterschiedlich ein. Im Folgenden moechten wir von Ihnen gerne wissen, wie Sie Ihre eigenen Faehigkeiten im Hinblick auf Ihre allgemeine Intelligenz einschaetzen. Die nachfolgende Abbildung stellt die Intelligenzverteilung in der Gesamtbevoelkerung dar. Zusaetzlich sehen Sie eine grobe Beschreibung unterschiedlicher Intelligenzbereiche ﾖ 100 entspricht dabei genau dem Durchschnittswert in der Bevoelkerung, das bedeutet der Durchschnitt der Bevoelkerung weist einen Intelligenzwert in einem Bereich zwischen 85 und 115 IQ-Punkten auf. Bitte schaetzen Sie anhand dieser Verteilung Ihre eigene Intelligenz mit einem Wert zwischen 50 und 150 ein.,,,mis,cat,,,,,,,,,,,,,, wie sie ihre eigenen faehigkeiten im hinblick auf ihre allgemeine intelligenz einschaetzen. die nachfolgende abbildung stellt die intelligenzverteilung in der gesamtbevoelkerung dar. zusaetzlich sehen sie eine grobe beschreibung unterschiedlicher intelligenzbereiche ﾖ 100 entspricht dabei genau dem durchschnittswert in der bevoelkerung,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,del0400,,154,,Have you ever tried to take something from a kiosk, department store or shop without paying?,Haben Sie jemals etwas aus einem Supermarkt, einem Laden oder Kaufhaus mitgenommen, ohne zu bezahlen?,,,yn,cat,,,,,,,,,,,,,,, ohne zu bezahlen?,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,del0401,,155,,This is about shoplifting: if yes: How often did this happen in the last 12 months?,Es geht um: Stehlen im Geschaeft: Wie oft war das in den letzten 12 Monaten?,,,mis,cat,del0400 == 1,,,,,,,,,,,,,,,,,mis,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,del0500,,156,,Have you ever stolen something from a classmate?/ Have you ever stolen something from another person? (e.g.mobile phone, money, handbag, bike)?,Haben Sie jemals einer Person etwas gestohlen (z.B. Handy, Geld, Handtasche, Fahrrad)?,,,yn,cat,,,,,,,,,,,,haben sie jemals einer person etwas gestohlen (z.b. handy,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,del0501,,157,,This is about stealing from other persons/classmates: How often did this happen in the last 12 months?,Es geht um: Stehlen von anderer Person: Wie oft war das in den letzten 12 Monaten?,,,mis,cat,del0500 == 1,,,,,,,,,,,,,,,,,mis,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,del0600,,158,,Have you ever sprayed graffiti in places where this is forbidden or intentionally scratched something in order to destroy or cause damage (scratching)?,Haben Sie schon einmal an verbotenen Orten Graffitis gesprayt oder absichtlich etwas zerkratzt, um es zu zerstoeren oder zu beschaedigen (scratchen)?,,,yn,cat,,,,,,,,,,,,,,,,,,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,del0601,,159,,This is about graffiti/scratching: if yes: How often did this happen in the last 12 months?,Es geht um: Graffitis oder Scratchen: Wie oft war das in den letzten 12 Monaten?,,,mis,cat,del0600 == 1,,,,,,,,,,,,,,,,,mis,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,del0700,,160,,It happens that cars, letter boxes, seats in buses or trains, park benches, windows or similar things are damaged or destroyed. Have you ever intentionally damaged or destroyed such items or other things that did not belong to you?,Es kommt vor, dass Fahrzeuge, Briefkaesten, Sitze in Bus oder Bahn, Parkbaenke, Fenster oder aehnliches beschaedigt oder zerstoert werden. Haben Sie jemals solche oder auch andere Sachen, die Ihnen nicht gehoerten, absichtlich beschaedigt oder zerstoert?,,,yn,cat,,,,,,, windows or similar things are damaged or destroyed. have you ever intentionally damaged or destroyed such items or other things that did not belong to you?,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,del0701,,161,,This is about vandalism: if yes: How often did this happen in the last 12 months?,Es geht um: Absichtlich Sachen beschaedigen (z.B. Parkbaenke): Wie oft war das in den letzten 12 Monaten?,,,mis,cat,del0700 == 1,,,,,,,,,,,,,,,,,mis,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,del0800,,162,,Have you ever used the internet to offend or threaten someone, to spread gossip, exposed someone or made the person look ridiculous?,Haben Sie schon einmal jemanden ueber das Internet beleidigt, bedroht, ueber ihn Geruechte verbreitet, ihn blossgestellt oder laecherlich gemacht?,,,yn,cat,,,,,,,,,,,,, bedroht,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,del0801,,163,,This is about cyber bullying: if yes: How often did this happen in the last 12 months?,Es geht um: Mobbing im Internet: Wie oft war das in den letzten 12 Monaten?,,,mis,cat,del0800 == 1,,,,,,,,,,,,,,,,,mis,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,del0900,,164,,Have you ever downloaded pirated copies (e.g. films, music, computer games) from the internet?,Haben Sie jemals Raubkopien (z.B. Filme, Musik, Computerspiele) aus dem Internet heruntergeladen?,,,yn,cat,,,,,,,,,,,,,, musik,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,del0901,,165,,This is about illegal downloading: if yes: How often did this happen in the last 12 months?,Es geht um: Illegales Downloaden: Wie oft war das in den letzten 12 Monaten?,,,mis,cat,del0900 == 1,,,,,,,,,,,,,,,,,mis,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,del1000,,166,,Have you ever, maybe together with others, teased, intimidated or threatened classmates?,Haben Sie schon einmal einen Mitschueler - vielleicht auch zusammen mit anderen - gehaenselt, eingeschuechtert oder bedroht?,,,yn,cat,,,,,,,,,,,,,,haben sie schon einmal einen mitschueler - vielleicht auch zusammen mit anderen - gehaenselt,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,del1001,,167,,This is about bullying classmates: if yes: How often did this happen in the last 12 months?,Es geht um: Mobbing anderer Mitschueler: Wie oft war das in den letzten 12 Monaten?,,,mis,cat,del1000 == 1,,,,,,,,,,,,,,,,,mis,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,del1100,,168,,"Have you ever threatened a person with force, so that he gave you something that belonged to him. This also includes ""fleecing"".","Haben Sie jemals jemandem mit Gewalt Geld oder irgendwelche Sachen abgenommen oder jemanden gezwungen, Geld oder Sachen herauszugeben? Damit ist auch das ""Abziehen"" gemeint.",,,yn,cat,,,,,,,,,,,,,,,,,,yn,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,del1101,,169,,This is about threatening/robbing others: if yes: How often did this happen in the last 12 months?,Es geht um: Bedrohung anderer (u.a. Abziehen): Wie oft war das in den letzten 12 Monaten?,,,mis,cat,del1100 == 1,,,,,,,,,,,,,,,,,mis,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,del1400,,170,,Have you ever beaten someone or kicked someone in a way that you hurt the other person, but without using a weapon or another object? We do not mean here situations when you just scuffle with someone for the fun of it.,Haben Sie jemals jemanden so geschlagen oder getreten, dass er verletzt wurde, aber ohne eine Waffe oder einen anderen Gegenstand zu benutzen? Damit meinen wir jedoch nicht solche Situationen, bei denen man nur aus Spass miteinander rauft.,,,yn,cat,,,,,,,,,,,,,, aber ohne eine waffe oder einen anderen gegenstand zu benutzen? damit meinen wir jedoch nicht solche situationen,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,del1401,,171,,This is about beating up someone: if yes: How often did this happen in the last 12 months?,Es geht um: Verletzung anderer bei Schlaegerei: Wie oft war das in den letzten 12 Monaten?,,,mis,cat,del1400 == 1,,,,,,,,,,,,,,,,,mis,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,del1600,,172,,Have you ever driven a vehicle (car, motor bike, moped) even though you did not have the required driving licence for it?,Sind Sie schon einmal mit einem Kraftfahrzeug (Auto, Motorrad, Moped) gefahren, obwohl Sie den hierfuer notwendigen Fuehrerschein nicht hatten?,,,yn,cat,,,,,,,,,,,,, motorrad,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,del1601,,173,,This is about driving without licence: if yes: How often did this happen in the last 12 months?,Es geht um: Fahren ohne Fuehrerschein: Wie oft war das in den letzten 12 Monaten?,,,mis,cat,del1600 == 1,,,,,,,,,,,,,,,,,mis,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,del1700,,174,,Have you ever driven a car, a motor bike, a scooter or moped while drunk or after the consumption of drugs?,Sind Sie jemals in betrunkenem Zustand oder nach dem Konsum von Drogen Auto, Motorrad, Roller oder Mofa gefahren?,,,yn,cat,,,,,,,,,,,,,, motorrad,
twinlife-panel,twinlife-panel-2014-f2f_alteri-onlinefragebogen,del1701,,175,,This is about driving drunk or under the influence of drugs: if yes: How often did this happen in the last 12 months?,Es geht um: Fahren nach dem Konsum von Drogen oder Alkohol: Wie oft war das in den letzten 12 Monaten?,,,mis,cat,del1700 == 1,,,,,,,,,,,,,,,,,mis,
